,imdb_id,gt_labels,predicted_labels
84,tt0115640,['feel-good'],['romantic']
85,tt0115641,['comedy'],['romantic']
86,tt0115644,"['romantic', 'fantasy']",['violence']
87,tt0115710,['romantic'],['violence']
88,tt0115714,['violence'],['violence']
89,tt0115734,"['romantic', 'humor']",['romantic']
90,tt0115744,['romantic'],['romantic']
91,tt0115886,"['violence', 'comedy']","['violence', 'romantic']"
92,tt0115906,['dark'],['no pred']
93,tt0115956,['violence'],['romantic']
94,tt0115964,"['violence', 'sadist', 'mystery']",['violence']
95,tt0116126,"['comedy', 'humor']",['violence']
96,tt0116147,"['violence', 'suspenseful']",['violence']
97,tt0116213,"['violence', 'action']","['violence', 'romantic']"
98,tt0116225,"['violence', 'humor', 'mystery']","['violence', 'romantic']"
99,tt0116253,"['violence', 'suspenseful', 'mystery']","['violence', 'romantic']"
100,tt0116282,"['violence', 'comedy', 'boring', 'dark']",['romantic']
101,tt0116287,['violence'],"['violence', 'romantic']"
102,tt0116289,['comedy'],"['violence', 'romantic']"
103,tt0116311,['violence'],['romantic']
104,tt0116329,['inspiring'],['romantic']
105,tt0116361,"['violence', 'romantic', 'comedy', 'fantasy']",['romantic']
106,tt0116367,"['violence', 'comedy', 'humor', 'action', 'horror']",['romantic']
107,tt0116483,"['comedy', 'humor']",['romantic']
108,tt0116488,"['violence', 'romantic', 'comedy']",['romantic']
109,tt0116514,"['violence', 'sadist', 'horror']",['violence']
110,tt0116531,['comedy'],['romantic']
111,tt0116571,['romantic'],['romantic']
112,tt0116607,['violence'],['romantic']
113,tt0116629,"['suspenseful', 'humor', 'action', 'mystery']",['romantic']
114,tt0116683,"['sadist', 'fantasy']",['romantic']
115,tt0116695,"['romantic', 'comedy', 'humor']",['romantic']
116,tt0116705,['comic'],['romantic']
