,imdb_id,gt_labels,predicted_labels
66,tt0114367,"['suspenseful', 'horror']",['violence']
67,tt0114436,['boring'],['no pred']
68,tt0114550,['violence'],"['violence', 'suspenseful', 'atmospheric']"
69,tt0114558,"['violence', 'dark']","['violence', 'atmospheric']"
70,tt0114576,"['violence', 'suspenseful', 'action']","['violence', 'suspenseful']"
71,tt0114594,"['comedy', 'sadist', 'bleak']","['comedy', 'suspenseful']"
72,tt0114609,['violence'],"['violence', 'comedy']"
73,tt0114614,"['violence', 'humor']",['comedy']
74,tt0114660,"['violence', 'comedy']",['comedy']
75,tt0114694,"['comedy', 'humor']","['violence', 'comedy']"
76,tt0114702,"['violence', 'romantic', 'sadist']",['no pred']
77,tt0114709,"['violence', 'comedy', 'humor', 'fantasy', 'cute']","['violence', 'comedy']"
78,tt0114746,"['violence', 'comedy', 'mystery', 'dramatic', 'dark', 'atmospheric', 'depressing']",['violence']
79,tt0114781,"['violence', 'comedy', 'action']",['violence']
80,tt0114787,"['romantic', 'comedy']",['violence']
81,tt0114852,['violence'],['violence']
82,tt0114857,"['violence', 'sadist']",['violence']
83,tt0114906,"['comedy', 'depressing']",['violence']
84,tt0114924,"['romantic', 'boring', 'cute', 'feel-good']","['violence', 'comedy']"
85,tt0114938,[],"['violence', 'romantic', 'comedy']"
86,tt0115438,"['violence', 'comedy', 'suspenseful']",['comedy']
87,tt0115624,[],"['violence', 'atmospheric']"
88,tt0115639,"['violence', 'romantic', 'humor', 'atmospheric']",['comedy']
89,tt0115640,['feel-good'],['no pred']
90,tt0115641,['comedy'],['comedy']
91,tt0115644,"['romantic', 'fantasy']",['no pred']
92,tt0115710,['romantic'],"['violence', 'romantic']"
93,tt0115714,['violence'],"['violence', 'comedy']"
94,tt0115734,"['romantic', 'humor']","['violence', 'comedy']"
95,tt0115744,['romantic'],"['violence', 'humor']"
96,tt0115886,"['violence', 'comedy']","['violence', 'comedy']"
97,tt0115906,['dark'],"['violence', 'comedy']"
98,tt0115956,['violence'],['violence']
99,tt0115964,"['violence', 'sadist', 'mystery']","['violence', 'comedy']"
100,tt0116126,"['comedy', 'humor']","['violence', 'comedy']"
101,tt0116147,"['violence', 'suspenseful']",['violence']
102,tt0116213,"['violence', 'action']","['violence', 'suspenseful']"
103,tt0116225,"['violence', 'humor', 'mystery']",['violence']
104,tt0116253,"['violence', 'suspenseful', 'mystery']",['violence']
105,tt0116282,"['violence', 'comedy', 'boring', 'dark', 'bleak']",['no pred']
106,tt0116287,['violence'],"['romantic', 'comedy']"
107,tt0116289,['comedy'],"['violence', 'comedy']"
108,tt0116311,['violence'],['no pred']
109,tt0116329,"['tragedy', 'inspiring']",['no pred']
110,tt0116361,"['violence', 'romantic', 'comedy', 'fantasy']",['no pred']
111,tt0116367,"['violence', 'comedy', 'humor', 'action', 'horror']","['violence', 'comedy']"
112,tt0116483,"['comedy', 'humor']",['romantic']
113,tt0116488,"['violence', 'romantic', 'comedy']",['violence']
114,tt0116514,"['violence', 'sadist', 'horror']",['violence']
115,tt0116531,['comedy'],['no pred']
116,tt0116571,['romantic'],['violence']
117,tt0116607,['violence'],['romantic']
118,tt0116629,"['suspenseful', 'humor', 'action', 'tragedy', 'mystery']",['comedy']
119,tt0116683,"['sadist', 'fantasy']","['violence', 'comedy']"
120,tt0116695,"['romantic', 'comedy', 'humor']",['no pred']
121,tt0116705,['comic'],['no pred']
122,tt0116722,['tragedy'],['no pred']
